Phase,Readiness,Account,Customer,Branch,Rev 2024,Rev 2025,YoY%,Trend,Parts,Filters,Consistent,Equipment,Peak Season,Stock Cost,Sell Value,Annual Margin,GM%,Bin ROI
3,35,922780,CITY OF CLEVELAND,Brunswick,22439,16417,-0.268,Declining,1,0,1,"Etnyre, Case",Spring,873.0,1353.69,480.69,0.355096070739977,1.55061855670103
3,35,1435053,G M C EXCAVATION & TRKG LTD,Mansfield,23695,12514,-0.466,Declining,1,0,1,"Case, Case Backhoes",Summer,51.22,79.43,28.21,0.355155482815057,1.5507614213198
3,35,671035,P B C SERVICES,Burlington,7458,5442,-0.27,Declining,2,2,2,Case,Fall,4640.54,7195.59,2555.05,0.355085545452145,1.5505932499235
3,35,36223,GENERAL RENTAL CENTER,Brilliant,1734,3388,0.954,Growing,1,0,1,,Summer,2598.75,4057.5,1458.75,0.359519408502773,1.56132756132756
3,35,3052056,IRON EAGLE ENTEPRISES LLC,North Canton,1586,3155,0.989,Growing,1,0,1,,Summer,1380.24,2089.26,709.02,0.339364176789868,1.51369327073552
3,35,866361,MONTGOMERY LANDSCAPING,Mentor,809,1542,0.905,Growing,1,0,1,,Spring,1636.02,2513.2,877.18,0.349029126213592,1.53616703952274
3,30,714003,BCA EXPRESS,Perrysburg,23213,16881,-0.273,Declining,1,0,1,Case,Summer,1056.0,1637.4,581.4,0.355075119091242,1.55056818181818
3,30,1678904,ROSEN ENTERPRISE LLC,Marietta,27993,12128,-0.567,Declining,1,0,1,"Kobelco Excavators, Bomag",Spring,1670.76,2607.8,937.04,0.359322033898305,1.56084656084656
3,30,210398,AERO-MARK INC,Brunswick,7861,9761,0.242,Growing,1,0,1,,Summer,8732.16,13639.68,4907.52,0.359797297297297,1.56200527704486
3,30,3001127,ROTHACHER FARMS LLC,Marietta,9458,8794,-0.07,Declining,1,0,1,Case,Spring,109.8,171.48,61.68,0.359692092372288,1.56174863387978
3,30,710655,ALFONSI RAILROAD CONST CO,Novi,17310,7868,-0.545,Declining,1,0,1,"Case, Case Backhoes",Summer,108.68,168.48,59.8,0.354938271604939,1.55023923444976
3,30,1591112,THOMPSON CONCRETE CONST LTD,Fort Wayne,7298,7770,-0.372,Declining,2,0,2,"Kubota, KW",Fall,1096.67,1700.45,603.78,0.355070716575024,1.55055759708937
3,30,68365,NEFF PAVING,Heath,8592,5816,-0.323,Declining,2,0,2,New Holland,Summer,1181.34,1831.76,650.42,0.355079268026379,1.55057815700814
3,25,164220,MEIGS CO ENGINEER,Gallipolis,18806,9943,-0.471,Declining,1,0,1,Case,Spring,2003.07,3105.92,1102.85,0.355079976303317,1.55057985991503
3,25,892403,TROYMILL WOOD PRODUCTS,Mentor,20029,8106,-0.595,Declining,1,0,1,Case,Fall,1169.28,1813.14,643.86,0.355107713690063,1.55064655172414
3,25,99374,KEITH YOST EXCAVATING,Brilliant,29794,5519,-0.815,Declining,1,0,1,"Kobelco, Case, Extec",Winter,2337.12,3623.94,1286.82,0.355088660408285,1.55060073937153
3,25,1535005,G & M DOZER SERVICE,Heath,5868,4691,-0.201,Declining,1,0,1,"Case, Extec",Spring,201.08,311.74,110.66,0.354975299929428,1.55032822757112
3,25,125986,D & W HOMES,Gallipolis,34274,2513,-0.927,Declining,1,0,1,Case,Spring,968.44,1501.72,533.28,0.355112803984764,1.55065879145843
3,25,96382,CITY OF WHEELING,Brilliant,10202,1781,-0.825,Declining,1,0,1,"Case, Trail King, Etnyre",Summer,863.28,1322.64,459.36,0.347305389221557,1.53211009174312
3,25,3070461,A & J HAY AND GRAIN,Perrysburg,7288,917,-0.874,Declining,1,0,1,,Winter,713.79,1106.82,393.03,0.355098389982111,1.55062413314841
3,25,3056427,K & H EXCAVATING,Burlington,1997,791,-0.604,Declining,1,0,1,Case,Spring,350.75,544.0,193.25,0.355238970588235,1.55096222380613
3,25,69617,NORRIS DEMOLITION,Cambridge,1386,535,-0.614,Declining,1,0,1,"Trail King, Extec, Case",Summer,626.08,970.76,344.68,0.355062013267955,1.5505366726297
3,25,585375,SLEMMONS EXCAVATING,Dublin,806,525,-0.348,Declining,1,0,1,Kobelco,Summer,129.2,210.5,81.3,0.386223277909739,1.62925696594427
3,25,472631,PERRY CO THORN TWP,Heath,1527,482,-0.684,Declining,1,0,1,Trail King,Spring,775.1,1201.9,426.8,0.355104418004826,1.5506386272739
3,25,3070386,HELLER HILLS FARM LLC,Mansfield,1365,472,-0.654,Declining,1,0,1,,Winter,166.32,257.94,91.62,0.35519888346127,1.5508658008658
3,25,3062379,ROADMASTERS,Fort Wayne,444,385,-0.133,Declining,1,0,1,,Spring,514.0,802.6,288.6,0.359581360578121,1.56147859922179
3,25,176250,REESE EXCAVATING,Gallipolis,715,382,-0.465,Declining,1,0,1,"Case, Trail King",Fall,746.48,1157.52,411.04,0.355104015481374,1.55063765941485
3,25,3038025,AUSTIN BARBER,Dublin,290,215,-0.258,Declining,1,0,1,Case,Fall,144.72,226.08,81.36,0.359872611464968,1.56218905472637
3,25,3048742,JOHN ROBINSON,Cambridge,1266,39,-0.969,Declining,1,0,1,,Spring,176.4,275.6,99.2,0.359941944847605,1.56235827664399
3,20,225341,CROSS ROADS ASPHALT INC,Brunswick,32214,20160,-0.374,Declining,1,0,1,"Etnyre, Schwarze, Bomag",Summer,6650.49,10436.58,3786.09,0.362771137671536,1.56929489406044
3,20,29092,DOVER HYDRAULICS,North Canton,11240,4178,-0.628,Declining,2,0,2,,Summer,3853.31,5545.58,1692.27,0.305156539081575,1.43917307457744
3,20,1793005,U D CONTRACTING,Burlington,9002,2074,-0.77,Declining,1,0,1,"HI, Kobelco",Summer,1096.08,1699.56,603.48,0.35508013838876,1.55058024961682
3,20,1368930,NEWPOINT SERVICES,Indianapolis,7399,1996,-0.485,Declining,1,0,1,Schwarze,Summer,1190.2,1637.02,446.82,0.27294718451821,1.37541589648799
3,20,3055809,J STAR TRANSPORTATION,Perrysburg,3413,1188,-0.652,Declining,1,0,1,,Fall,1261.12,1955.38,694.26,0.355051192095654,1.55051065719361
3,20,3066687,STUMPWERX,Novi,1049,1012,-0.035,Declining,1,0,1,,Spring,1142.24,1754.72,612.48,0.349047141424273,1.53620955315871
3,20,3013089,OAK HILL FARM,Cambridge,4299,831,-0.807,Declining,1,0,1,Case,Fall,1052.28,1631.76,579.48,0.355125753787322,1.55068993043677
